,question,exec_time_seconds,answer,retriever_topk,PREPROCESSOR_SPLIT_BY,PREPROCESSOR_SPLIT_LENGTH,PREPROCESSOR_SPLIT_OVERLAP,EMBEDDING_MODEL,EMBEDDING_MODEL_SHORTNAME,EMBEDDING_MAX_SEQ_LENGTH,OUTPUT_TYPE,OUTPUT_NBEAMS,OUTPUT_MAXLENGTH
52,How does Verona's Sight describe objects?,8.211721181869507,"I don't know if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a piece of paper, you can see the outline of the paper, but you can't see the details of what the paper is made of. Verona can also use her sight to describe the shape of objects. For instance, when she was a child, she was able to tell the difference between two objects by looking at them from different angles. When she was an adult, she can still do this, but it takes a lot of practice.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
53,How does Verona's Sight describe objects?,10.033616065979004,"I don't know if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a piece of paper, you can see the outline of the paper, but you can't see the details of what the paper is made of. Verona can also use her sight to describe the shape of objects. For instance, when she was a child, she was able to tell the difference between two objects by looking at them from different angles. When she was an adult, she can still do this, but it takes a lot of practice.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
54,How does Verona's Sight describe objects?,9.113430500030518,"I don't know if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a piece of paper, you can see the outline of the paper, but you can't see the details of what the paper is made of. Verona can also use her sight to describe the shape of objects. For instance, when she was a child, she was able to tell the difference between two objects by looking at them from different angles. When she was an adult, she can still do this, but it takes a lot of practice.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
55,How does Verona's Sight describe objects?,7.180553436279297,"I don't know if this is what you're looking for, but Verona's Sight can be used to describe objects in a variety of ways. For example, if you look at a piece of paper, you can see the outline of the paper, but you can't see the details of what the paper is made of. Verona can also use her sight to describe the shape of objects. For instance, when she was a child, she was able to tell the difference between two objects by looking at them from different angles. When she was an adult, she can still do this, but it takes a lot of practice.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
56,How long has the Carmine been dead?,5.0606184005737305,"I don't know the answer to your question, but I can tell you that the Carmine Beast has been dead for a very long time. It's been around for over a thousand years.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
57,How long has the Carmine been dead?,7.163054943084717,"I don't know the answer to your question, but I can tell you that the Carmine Beast has been dead for a very long time. It's been around for over a thousand years.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
58,How long has the Carmine been dead?,6.376739740371704,"I don't know the answer to your question, but I can tell you that the Carmine Beast has been dead for a very long time. It's been around for over a thousand years.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
59,How long has the Carmine been dead?,4.843869924545288,"I don't know the answer to your question, but I can tell you that the Carmine Beast has been dead for a very long time. It's been around for over a thousand years.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
60,How old is Matthew?,13.131870031356812,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was born with Down Syndrome, which is a genetic disorder that affects the development of certain parts of the brain, including the frontal lobes and the temporal lobe. The frontal lobe is responsible for most of the facial features we see in children, but it's not the only part. The temporal lobe is also responsible for a lot of facial features that we don't see in adults, such as the eyes, the nose, the mouth, the lips, and the lips. Matthew's frontal lobe, however, is the most prominent part of his brain, and it's responsible for all of his facial features, including his eyes, mouth, and lips.",5,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
61,How old is Matthew?,28.584261894226074,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was born with Down Syndrome, which is a genetic disorder that affects the development of certain parts of the brain, including the frontal lobes and the temporal lobe. The frontal lobe is responsible for most of the facial features we see in children, but it's not the only part. The temporal lobe is also responsible for a lot of facial features that we don't see in adults, such as the eyes, the nose, the mouth, the lips, and the lips. Matthew's frontal lobe, however, is the most prominent part of his brain, and it's responsible for all of his facial features, including his eyes, mouth, and lips.",10,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
62,How old is Matthew?,10.802597284317017,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was born with Down Syndrome, which is a genetic disorder that affects the development of certain parts of the brain, including the frontal lobes and the temporal lobe. The frontal lobe is responsible for most of the facial features we see in children, but it's not the only part. The temporal lobe is also responsible for a lot of facial features that we don't see in adults, such as the eyes, the nose, the mouth, the lips, and the lips. Matthew's frontal lobe, however, is the most prominent part of his brain, and it's responsible for all of his facial features, including his eyes, mouth, and lips.",20,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
63,How old is Matthew?,8.35846757888794,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was born with Down Syndrome, which is a genetic disorder that affects the development of certain parts of the brain, including the frontal lobes and the temporal lobe. The frontal lobe is responsible for most of the facial features we see in children, but it's not the only part. The temporal lobe is also responsible for a lot of facial features that we don't see in adults, such as the eyes, the nose, the mouth, the lips, and the lips. Matthew's frontal lobe, however, is the most prominent part of his brain, and it's responsible for all of his facial features, including his eyes, mouth, and lips.",50,word,400,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
